recency,history,mens,womens,newbie,visit,conversion,zip_code_Rural,zip_code_Surburban,zip_code_Urban,channel_Multichannel,channel_Phone,channel_Web,history_segment_1) $0 - $100,history_segment_2) $100 - $200,history_segment_3) $200 - $350,history_segment_4) $350 - $500,history_segment_5) $500 - $750,"history_segment_6) $750 - $1,000","history_segment_7) $1,000 +",treatment,spend
7,319.82,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
7,213.43,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
12,29.99,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
3,29.99,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
2,984.05,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
12,29.99,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
7,563.79,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
4,36.49,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
2,29.99,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
10,61.26,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
9,29.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
1,635.29,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
8,194.08,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
6,29.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
3,267.37,1,1,1,0,0,,,,,,,,,,,,,,1,0.0
2,119.8,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
3,719.56,1,0,1,1,0,,,,,,,,,,,,,,0,0.0
4,319.65,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
7,253.53,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
2,450.53,0,1,0,1,0,,,,,,,,,,,,,,0,0.0
1,1502.12,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
4,335.15,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
10,119.75,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
12,260.57,1,1,1,1,0,,,,,,,,,,,,,,1,0.0
2,520.15,0,1,1,1,0,,,,,,,,,,,,,,1,0.0
8,248.51,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
2,326.45,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
9,100.24,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
6,387.44,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
5,145.36,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
8,251.67,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
9,285.74,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
10,946.65,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
5,122.42,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
8,222.71,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
9,270.06,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
7,29.99,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
12,68.25,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
1,651.51,1,1,1,0,0,,,,,,,,,,,,,,1,0.0
9,87.37,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
3,29.99,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
4,793.22,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
5,441.59,1,1,0,0,0,,,,,,,,,,,,,,1,0.0
11,34.43,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
10,84.29,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
7,562.62,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
9,42.81,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
6,136.22,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
11,102.23,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
1,300.25,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
4,69.17,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
3,472.16,1,1,0,0,0,,,,,,,,,,,,,,0,0.0
5,118.29,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
12,341.66,1,1,0,1,0,,,,,,,,,,,,,,0,0.0
1,351.01,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
1,337.57,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
1,47.28,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
8,29.99,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
9,259.52,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
11,226.31,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
9,29.99,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
10,310.26,1,1,0,0,0,,,,,,,,,,,,,,1,0.0
10,340.47,1,1,0,1,0,,,,,,,,,,,,,,1,0.0
10,202.58,1,0,0,1,1,,,,,,,,,,,,,,1,29.99
1,481.43,1,1,0,0,0,,,,,,,,,,,,,,1,0.0
10,29.99,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,150.19,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
3,194.42,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
2,111.47,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
1,123.63,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,728.6,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
11,64.81,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
3,29.99,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
1,324.42,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
7,150.74,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
8,192.62,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
3,29.99,1,0,1,1,0,,,,,,,,,,,,,,1,0.0
1,102.33,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
8,86.94,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
1,1927.91,1,1,1,1,1,,,,,,,,,,,,,,0,105.54
4,271.74,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
3,74.87,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
3,297.88,0,1,0,1,0,,,,,,,,,,,,,,0,0.0
1,63.1,0,1,1,1,0,,,,,,,,,,,,,,1,0.0
2,311.36,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
4,215.21,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
4,233.19,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
2,717.61,0,1,1,1,0,,,,,,,,,,,,,,0,0.0
1,305.28,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
3,54.65,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
9,176.05,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
7,140.8,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
3,225.45,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
10,29.99,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
6,89.21,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
1,399.45,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
9,625.06,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
10,115.56,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
1,834.37,1,1,1,0,0,,,,,,,,,,,,,,1,0.0
2,168.3,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
2,69.17,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
2,93.6,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
1,1041.21,1,1,1,0,0,,,,,,,,,,,,,,1,0.0
9,212.23,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
3,222.3,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
10,36.95,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
3,62.96,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
8,52.13,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
5,138.21,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
1,209.84,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
8,103.72,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
7,34.91,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
12,29.99,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
10,145.05,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
2,743.84,1,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,350.17,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
1,415.56,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
2,29.99,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
9,291.82,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
2,249.64,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
1,218.25,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
3,541.58,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
4,1321.26,1,0,1,1,0,,,,,,,,,,,,,,1,0.0
1,426.22,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
3,90.99,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,1172.27,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
1,670.84,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
5,29.99,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
3,418.36,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
7,29.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
2,46.3,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
5,232.21,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
11,49.51,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
10,261.57,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
3,84.54,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
4,40.26,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
8,41.26,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
4,100.29,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
10,70.12,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
7,128.8,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
6,436.68,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
3,805.56,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
5,81.84,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
9,101.73,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
10,80.12,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
4,496.82,1,1,0,1,0,,,,,,,,,,,,,,0,0.0
1,575.16,0,1,1,1,0,,,,,,,,,,,,,,1,0.0
5,175.33,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
11,95.56,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
5,115.04,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
9,504.3,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
3,182.65,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
9,591.66,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
3,353.87,0,1,0,1,0,,,,,,,,,,,,,,0,0.0
5,209.33,1,1,0,0,0,,,,,,,,,,,,,,1,0.0
9,88.48,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
5,232.57,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
3,573.35,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
4,209.79,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
7,368.32,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
2,67.54,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
4,52.73,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
10,228.13,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
6,50.04,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
7,29.99,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
6,81.8,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
8,536.31,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
11,322.85,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
8,481.03,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
10,224.4,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
7,586.55,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
7,38.57,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
3,42.69,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
6,95.77,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
11,169.79,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
9,76.26,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
7,29.99,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
3,565.68,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
9,389.11,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
12,178.0,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
2,60.38,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
7,178.77,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
5,33.48,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
2,300.22,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
5,68.8,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
10,60.91,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
10,197.71,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
9,96.98,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
6,29.99,1,0,1,1,0,,,,,,,,,,,,,,0,0.0
10,158.3,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
5,187.7,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
11,118.98,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
3,184.03,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
10,462.83,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
2,533.64,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
10,43.6,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
12,49.69,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
5,697.12,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
4,64.66,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
9,122.06,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
5,350.3,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
4,150.92,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
3,117.54,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
1,796.71,1,0,1,1,0,,,,,,,,,,,,,,0,0.0
6,373.8,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
6,32.64,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
9,210.97,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
4,843.4,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
10,254.38,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
9,203.83,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
10,269.33,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
4,226.02,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
8,265.61,1,0,0,1,0,,,,,,,,,,,,,,0,0.0
10,247.26,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
9,29.99,1,0,0,1,0,,,,,,,,,,,,,,0,0.0
7,49.14,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
11,29.99,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
3,137.72,0,1,1,1,0,,,,,,,,,,,,,,1,0.0
12,36.53,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
10,29.99,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
2,252.06,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
1,29.99,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
9,70.75,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
6,304.88,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
10,660.8,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
1,29.99,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
1,180.78,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
10,188.49,0,1,0,1,0,,,,,,,,,,,,,,0,0.0
1,1262.47,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
10,369.69,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
8,143.42,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
4,161.79,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
7,1687.52,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
11,863.64,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
3,268.9,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
3,684.24,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
12,34.88,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
2,43.17,0,1,1,1,0,,,,,,,,,,,,,,1,0.0
1,240.22,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
6,204.58,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
1,46.37,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,82.09,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
9,66.27,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
10,32.96,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
1,84.3,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
9,82.37,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
5,199.23,1,0,0,1,0,,,,,,,,,,,,,,0,0.0
7,130.24,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
2,129.86,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
6,108.92,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
2,292.49,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
7,55.07,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
9,35.45,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
4,174.96,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
10,29.99,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
2,219.05,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
7,83.09,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
5,232.22,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
1,29.99,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
10,32.33,1,0,0,1,0,,,,,,,,,,,,,,0,0.0
9,149.63,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
1,234.66,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
7,165.39,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
8,349.93,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
9,121.77,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
11,548.91,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
2,525.95,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
10,446.79,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
2,264.71,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
10,61.87,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
4,203.27,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
4,29.99,1,0,0,1,0,,,,,,,,,,,,,,0,0.0
7,134.66,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
9,566.94,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
4,105.66,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
8,78.09,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
7,263.16,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
7,80.06,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
8,85.65,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
1,354.27,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
1,199.08,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
1,29.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
2,29.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
10,72.19,0,1,0,1,0,,,,,,,,,,,,,,0,0.0
4,576.66,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
7,29.99,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
1,181.35,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
7,29.99,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
1,168.56,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
5,29.99,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
1,68.77,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
10,29.99,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
8,34.05,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
1,361.27,1,1,0,0,0,,,,,,,,,,,,,,0,0.0
6,78.94,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
7,38.86,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
7,134.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
5,97.32,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
1,774.65,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
5,29.99,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
2,845.78,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
6,491.09,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
5,272.88,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
2,29.99,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
12,204.22,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
8,138.15,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
7,368.39,1,1,0,0,0,,,,,,,,,,,,,,0,0.0
2,576.27,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
3,29.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
11,29.99,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
2,116.26,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
9,145.48,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
2,80.62,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
3,144.66,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
1,668.67,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
12,30.52,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
1,29.99,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
10,171.59,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
3,686.93,1,1,1,0,0,,,,,,,,,,,,,,1,0.0
12,76.97,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
9,29.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
9,1076.97,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
11,41.24,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
5,329.31,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
10,67.94,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
9,29.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
7,156.75,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
4,255.11,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
2,29.99,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
7,29.99,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
7,236.44,1,1,1,0,0,,,,,,,,,,,,,,1,0.0
8,294.2,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
12,29.99,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
8,236.45,1,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,172.23,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
10,29.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
11,41.63,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
7,34.5,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
9,261.35,1,1,1,0,0,,,,,,,,,,,,,,1,0.0
7,104.31,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
9,322.66,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
7,335.93,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
5,135.74,0,1,1,1,0,,,,,,,,,,,,,,1,0.0
9,105.22,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
7,660.33,1,1,1,1,0,,,,,,,,,,,,,,1,0.0
5,307.63,1,1,0,0,0,,,,,,,,,,,,,,0,0.0
8,297.93,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
8,29.99,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
1,259.81,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
12,187.77,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
10,130.43,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
3,395.67,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
7,159.71,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
8,226.69,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
5,301.54,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
9,29.99,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
10,387.77,1,1,0,0,0,,,,,,,,,,,,,,0,0.0
2,343.42,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
5,388.74,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
7,167.92,0,1,0,1,1,,,,,,,,,,,,,,1,91.59
10,29.99,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
3,256.61,1,1,0,0,0,,,,,,,,,,,,,,1,0.0
2,183.82,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
7,155.86,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
9,29.99,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
8,389.82,1,1,1,0,0,,,,,,,,,,,,,,1,0.0
12,562.94,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
1,119.35,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
2,66.27,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
1,104.53,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
3,29.99,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
5,923.72,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
1,138.33,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
10,41.11,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
2,214.52,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
10,132.76,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
6,465.96,1,1,0,1,0,,,,,,,,,,,,,,0,0.0
7,58.47,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
6,158.69,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
2,267.66,1,1,1,1,0,,,,,,,,,,,,,,1,0.0
12,282.0,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
1,29.99,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
9,196.48,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,256.21,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
5,118.89,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
3,364.63,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
3,237.09,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
2,398.51,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
6,290.35,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
10,78.67,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,67.67,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
4,74.77,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
10,170.95,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
9,29.99,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
